KEY,CHARACTER,English,Spanish,French,Italian,German,Russian,EnglishOrigin
Chest_Gem_Explosive_Phrase01,Shine,[000000]哇，是……[FD852E]爆炸插件[-]！,[000000]SI SEÑORRRR... ¡El [FD852E]ADD-ON EXPLOSIVO[-]!,[000000]Ouaiiis… [FD852E]Le module explosif[-] !,[000000]Evvai! [FD852E]L'accessorio esplosivo[-]!,[000000]Jawoll ... Die [FD852E]Explosions-Erweiterung[-]!,[000000]Ура-а-а... [FD852E]«Разрывная» насадка[-]!,[000000]AWW YISSS...[FD852E]The Explosive Add-On[-]!
Chest_Gem_Explosive_Phrase02,Rise,[000000]我想我能猜到它的功能……,[000000]Creo que ya me imagino qué hace éste...,[000000]Je crois que j'ai compris ce que fait celui-là…,[000000]Forse ho capito che cosa fa...,"[000000]Ich hab da so eine Vermutung, was die wohl bewirkt ...","[000000]Кажется, я могу догадаться, что она делает...",[000000]I think I can guess what this one does...
Chest_Gem_Explosive_Phrase03,Shine,[000000]没错，他能让你的子弹磅磅磅。要小心自己别被它磅磅磅了,"[000000]Sí, con éste tus balas harán BUM. Cuidado a ver si te hace BUM una en el culo y te vas para el otro barrio, ¿vale, enano?","[000000]Oui, avec ça tes balles feront de gros BOUM. Attention à ne pas faire sauter tes petites fesses.","[000000]Già, fa fare un bel BOOM alle pallottole. Attento a non farti saltar via il culo.","[000000]Ja, sie lässt deine Kugeln EXPLODIEREN! Pass nur auf, dass du dich nicht selbst in die Luft jagst.","[000000]Да, твои пули будут громко ВЗРЫВАТЬСЯ! Смотри не взорви свой крохотный зад.","[000000]Yes, it'll make your bullets go BOOM. Just careful you don't BOOM yourself with 'em."
Chest_Bullet_Electric_Phrase01,Shine,[000000]是一整箱电击子弹！距我上次发射它们都已经是很久以前的事了。,[000000]¡Una caja entera de balas eléctricas! Ya hace una buena temporada que no disparo una de estas.,[000000]C'est une boîte pleine de balles électriques ! Ça fait un bail que je n'ai pas tiré une de ces balles.,[000000]Una scatola intera di pallottole elettriche! È da un bel po' che non ne sparo una.,"[000000]Wow, eine ganze Kiste voller Elektro-Kugeln! Die hab ich ja ewig nicht mehr abgefeuert.",[000000]Целый ящик электрических патронов! Давненько я такими не стрелял.,[000000]A whole box of Electric Bullets! Been a while since I've fired off one of those.
Chest_Bullet_Electric_Phrase02,Rise,[000000]酷！我要怎么上这种子弹？,[000000]¡Genial! ¿Y cómo las recargo?,[000000]Cool ! Et comment est-ce que je les charge ?,[000000]Mitico! Come faccio a caricarle?,[000000]Cool! Und wie lade ich die?,[000000]Круто! А как их заряжать?,[000000]Cool! How do I load them?
Chest_Bullet_Electric_Phrase03,Shine,[000000]真高兴你能问，小鬼！这子弹还附赠了说明手册给你的指引者。,"[000000]Pues mira tú qué suerte, vienen con un folleto informativo para tus Guías...","[000000]Aussi incroyable que cela puisse paraître, il y a une notice explicative très pratique pour t'aider.","[000000]Per quanto sia incredibile, hanno un comodo opuscolo di istruzioni.",[000000]Unglaublicherweise gibt es auch für die eine Anleitung für deine Lenker.,"[000000]Ты не поверишь, но в комплекте есть брошюрка — как раз для твоих проводников.","[000000]Glad you asked, kid! They come with this handy pamphlet for your Guide."
Chest_Bullet_Electric_Phrase04,Rise,[000000]好吧……那这种新子弹有什么用？,"[000000]Vale... Y, eh... ¿Qué puedo hacer con estas nuevas balas?","[000000]D'accord… Et, euh… Qu'est-ce que je peux faire avec ces nouvelles balles ?","[000000]Ok... E, uhm, cosa ci faccio con queste nuove pallottole?","[000000]Okay ... äh, was genau bringen diese neuen Kugeln?",[000000]Ну ладно... а чем эти новые патроны мне будут полезны?,[000000]Okay... So what do these new bullets do?
Chest_Bullet_Electric_Phrase05,Shine,[000000]很遗憾，它们无法让你长得更快，但它们肯定能帮我们[FD852E]搅乱那些机械和机器人[-]的。,"[000000]Pues mira, de estatura no te van a hacer aumentar, enano, pero te van a venir al pelo para [FD852E]enviar al garete a todas las máquinas y cosas robóticas[-] con las que nos topemos en nuestro camino.","[000000]Malheureusement, elles ne vont pas te faire grandir plus vite, mais elles vont [FD852E]causer des dégâts aux robots et autres machines[-].","[000000]Purtroppo non ti fanno crescere più velocemente, ma di sicuro [FD852E]mandano in palla tutti macchinari e le roboterie[-] in vari modi, ma sempre a nostro vantaggio.","[000000]Leider lassen sie dich nicht schneller erwachsen werden, aber sie haben eine fatale Wirkung auf alle [FD852E]Maschinen, Roboter und ähnliche Dinge[-].","[000000]Быстрее расти ты от них, к сожалению, не будешь, однако они интересным образом воздействуют на [FD852E]машины и всяких роботов[-] — что полезно для нас.","[000000]They won't make you grow up any faster, unfortunately, but they'll definitely [FD852E]mess up any machines and robot-y things[-] for us."
Chest_Bullet_Retro_Phrase01,Shine,[000000]这可有劲了！是全新类型的子弹！而且相当有用。我们能反转任何目标的分子并把他们反编译成[FD852E]复古风格[-]！,"[000000]¡Qué guapo, enano! ¡Un nuevo poder para nuestras balas! Estas son algo especial... ¡Con ellas podré cambiar las moléculas de cualquier blanco y reducir su categoría al más puro [FD852E]estilo retro![-]","[000000]Fantastique ! Un nouveau pouvoir pour nos balles ! Celles-ci sont assez spéciales : je pourrai changer les molécules de n'importe quelle cible et les ferai passer au niveau inférieur, [FD852E]syle rétro [-]!",[000000]Porca miseria! Un nuovo potere per le nostre pallottole! Queste sono speciali: permettono di alterare le molecole di un bersaglio e depotenziarle in [FD852E]stile rétro[-]!,[000000]Krasse Sache! Eine neue Funktion für unsere Kugeln! Die hier sind was ganz besonderes. Ich kann damit die Moleküle deines Ziels neu anordnen und es in eine schwächere [FD852E]Retro-Version[-] verwandeln!,[000000]Ничего себе! Новое улучшение для наших патронов! Чудеса — с этим улучшением я смогу изменять молекулы любой мишени и «ухудшать» ее — [FD852E]в стиле ретро![-],"[000000]Now we're talkin'! A new type of bullet! And it's a great one. We can flip the molecules of any target and de-rez them, [FD852E]Retro-style![-]"
Chest_Bullet_Retro_Phrase02,Rise,[000000]哇！但是，呃……它有什么用？,[000000]¡Hala! Pero... Eh... ¿Tú crees que eso nos va a ser útil?,"[000000]Ouah ! Mais, euh… tu penses vraiment que ça sera utile ?","[000000]Wow! Ma, ehm... credi proprio che saranno utili?","[000000]Wow! Aber, äh ... glaubst du wirklich, dass das so nützlich ist?","[000000]Вот это да! Но... думаешь, от этого будет толк?","[000000]Wow! But, uh... How's that going to help?"
Chest_Bullet_Retro_Phrase03,Shine,[000000]你为什么不自己在那些看似拥有无敌护甲的炮塔身上试试看呢？,[000000]Pues usa una en uno de estas aparentemente indestructibles torretas acorazadas y observa tú mismo lo que pasa.,[000000]Pourquoi tu ne tires pas une de ces balles sur une de ces tourelles blindées qui paraissent indestructibles ? Juge par toi-même.,[000000]Prova a usarne una su quelle torrette corazzate indistruttibili e dimmi che te ne pare.,[000000]Probier's doch einfach mal an diesen scheinbar unzerstörbaren Geschütztürmen aus.,"[000000]Почему бы тебе не опробовать патроны на этих неуязвимых турелях и не посмотреть, что получится?",[000000]Why don't you try it on one of those seemingly indestructible armored turrets and see for yourself?
Chest_ExtraBullet_Phrase01,Shine,[000000]现在我能多容纳一发子弹了！真棒。,[000000]Mooola. ¡Ahora puedo guardarme una bala extra en la recámara!,[000000]Joliii. Maintenant je peux mettre une balle supplémentaire dans ma chambre !,[000000]Beeello. Ora posso caricare una pallottola in più!,[000000]Cool. Jetzt passt eine Extrakugel ins Magazin.,[000000]Здорово. Теперь в моем отсеке может поместиться еще один патрон!,[000000]Now I can hold one extra bullet in my chamber! Niiice. 
Chest_ExtraGrenade_Phrase01,Shine,[000000]哦，太棒了！我现在不用重新填弹就能射出两发爆炸子弹了！,[000000]¡Esto mola! Ahora puedo disparar dos balas explosivas sin recargar.,"[000000]Oh, génial ! Maintenant je peux tirer deux balles explosives sans recharger !","[000000]Wow, fantastico! Ora posso sparare due pallottole esplosive senza ricaricare!","[000000]Klasse, damit kann ich ZWEI Explosions-Kugeln abfeuern, ohne nachladen zu müssen.","[000000]Ух ты, здорово! Теперь я могу стрелять двумя разрывными патронами без перезарядки!","[000000]Oh, this is great! Now I can shoot two Explosive Bullets without reloading!"
Chest_AimingLaser_Phrase01,Shine,[000000]我真喜欢这些随机飘浮在大街中的物品。,"[000000]Cómo mola encontrase cosas flotando por ahí, en medio de la calle.",[000000]Sympa les trucs qui flottent au milieu de la rue.,[000000]Roba che galleggia a caso in mezzo alla strada. La mia preferita!,"[000000]Dieses Zeug, das hier einfach so herum schwebt, ist echt klasse.","[000000]Кому не понравится всякая всячина, парящая в воздухе.",[000000]Gotta love random floating stuff in the middle of the street. 
Chest_AimingLaser_Phrase02,Shine,[000000]对了，让我给你介绍下我的[FD852E]激光瞄准具[-]。它能让你这样的猪队友变成神枪手。大概。,"[000000]Por cierto, permite que te presente a mi [FD852E]mirilla láser.[-] Es mucho más útil que tú y además no tengo que ir limpiándole los mocos, no sé si me entiendes.","[000000]Au fait, permets-moi de te présenter ma [FD852E]vision laser.[-] Elle est beaucoup plus utile que toi et je n'ai pas besoin de lui essuyer les fesses, par exemple.","[000000]A proposito, lascia che ti presenti il mio [FD852E]mirino laser[-]. È molto più utile di te e non devo cambiargli il pannolino, per dirne una.","[000000]Das hier ist übrigens mein neuer [FD852E]Laser-Zielmarkierer[-]. Der zielt wesentlich besser als du, und ich muss ihm auch nicht ständig die Windeln wechseln.","[000000]Кстати, познакомься с моим [FD852E]лазерным прицелом.[-] От него намного больше толку, чем от тебя, а еще мне не приходится постоянно вытирать ему сопли.","[000000]By the way, let me introduce you to my [FD852E]laser sight.[-] Now even a chronic misser like you can be a crack shot. Maybe."
Chest_Torch_Phrase01,Shine,[000000]好了，不要走开，也不要被吓尿，小鬼。我们在无意间找到了[FD852E]闪光配件[-]。,"[000000]Venga, enano, no te me pongas a moquear todavía. Por casualidad hemos encontrado mi [FD852E]ACCESORIO LINTERNA[-].","[000000]Petit, ne va pas te mettre en boule dans un coin tout de suite. Nous venons de trouver ma [FD852E]TORCHE.[-]","[000000]Ok, non andare subito a rannicchiarti in un angolino. Guarda caso, abbiamo trovato il mio [FD852E]ACCESSORIO TORCIA.[-]","[000000]Okay, roll dich nicht gleich in der Ecke zusammen, Kleiner. Wir haben ganz nebenbei meinen [FD852E]Flammenwerfer[-] gefunden.","[000000]Так. Не спеши забиваться в угол и сворачиваться в клубок, пацан. Похоже, мы нашли мой [FD852E]ФОНАРИК.[-]","[000000]Ok, don't go and pee your pants just yet, kid. We casually found my [FD852E]FLASHLIGHT ACCESSORY.[-]"
Chest_Torch_Phrase02,Shine,[000000]就那么刚好它能帮我们照亮黑暗区域。有时候造物主真会逗我开心……,"[000000]Justo a tiempo para echarnos una mano y que podamos ver en la oscuridad. Estos creadores son unos cachondos, no te digo...",[000000]Elle tombe pile poil au moment où nous en avons besoin pour voir dans le noir. Ces Créateurs me remontent le moral.,[000000]Giusto in tempo per aiutarci a vedere al buio. Questi Creativi ne sanno una più del diavolo...,[000000]Der kommt uns hier im Dunkeln sehr gelegen. Diese Schöpfer sind echt witzig ...,[000000]Как раз когда нам нужно было видеть в темноте. Я от этих создателей иногда просто угораю...,[000000]Right on time to give us a hand seeing in this dark. The creators crack me up sometimes...
Secret_Dialog_Phrase01,Shine,[000000]这些星星是很常见的隐藏收集物，最近在游戏星上发生的冒险都有这种要素。把它们全都收集起来吧！,[000000]Estas estrellas son las típicas cosillas coleccionables que hay en cualquier aventura en Mundojuego últimamente. ¡Hazte con todas!,"[000000]Dans toutes les aventures de notre monde, ces étoiles sont le dernier truc à collectionner à la mode. Récupérez-les toutes !
",[000000]Queste stelle sono i soliti oggettini collezionabili che ultimamente si trovano in tutte le avventure del nostro mondo. Raccoglile tutte!,"[000000]Diese Sterne hier sind die üblichen geheimen Sammelobjekte, die in letzter Zeit in jedem Adventure vorkommen, das in unserer Welt stattfindet. Schnapp sie dir alle!","[000000]Значит, эти звезды – обычные секретные коллекционные штуковины, которые есть в каждом приключении в нашем мире. Собери их все!
",[000000]So these stars here are the usual secret collectible thingies every adventure happening on Gamearth has got lately. Collect'em all!
MinigameAim_NPCGreeting,NPC1,[000000]你好啊！一个小孩子在这周围干嘛？你好像不是NPC岛的居民。,[000000]¡Hola! ¿Qué hace un chico como tú por estos lares? Se nota que tú no eres de Isla NPC.,[000000]Bien le bonjour ! Que fait un enfant comme toi par ici ? Je vois que tu n'es pas de NPC Island.,[000000]Ehilà! Che ci fa un ragazzino da queste parti? Vedo che non sei di NPC Island.,"[000000]Oh, hi! Was machst du denn hier draußen? Du stammst nicht von der NSC-Insel, oder?","[000000]Привет! Что ты тут потерял, мальчик? Ты явно не с острова Неписей.",[000000]Hi there! What's a kid doing around these parts? And you're not from NPC Island.
MinigameAim_RiseResponse,Rise,[000000]我是从首都来的。我去过的地方都在与太空兵人战斗。情况很不妙。,[000000]Vengo de la capital. Adonde quiera que voy hay combates con los Soldados del Espacio. Es una catástrofe.,"[000000]Je viens de la capitale. Partout où je vais, la guerre contre les Grunts fait rage. C'est terrible.","[000000]Vengo dalla capitale. Dovunque vada, mi ritrovo in mezzo a una battaglia con i Soldati spaziali. Bel guaio.",[000000]Ich komme aus der Hauptstadt. Der ganze Planet wird von den Weltraumgrunzern angegriffen. Sieht ziemlich schlimm aus.,"[000000]Я из столицы. Куда бы я ни пошел, везде идет бой с Космическими Солдафонами. Все очень плохо.",[000000]I come from the capital. Everywhere I go they're fighting the Space Grunts. It's bad.
MinigameAim_NPCGreeting02,NPC1,[000000]是啊……大部分人在兵人到来前就撤离了。只剩我们几个在这里守卫我们的商店和迷你游戏岗位。,[000000]Sí... La mayoría de la gente se marchó antes de que llegaran los soldados. Unos pocos nos quedamos para proteger nuestras tiendas y puestos de minijuegos.,[000000]Ouais… La plupart des habitants de cette ville sont partis avant l'arrivée des Grunts. Seule une poignée d'entre nous est restée pour monter la garde devant nos magasins et nos mini-jeux.,[000000]Già... Questa città si è svuotata prima dell'arrivo dei Soldati. Solo pochi di noi sono rimasti a presidiare i negozi e le postazioni dei minigiochi.,[000000]Allerdings. Die meisten haben die Stadt vor der Ankunft der Grunzer verlassen. Nur wenige von uns sind noch da und bewachsen die Läden und Minispiel-Stände.,[000000]Да уж... Большинство жителей нашего города ушли еще до появления Солдафонов. Лишь немногие из нас остались охранять магазины и стойки с минииграми.,[000000]Yeah...Most people here left before the Grunts arrived. Only a few of us stayed behind to guard our shops and mini-game posts.
MinigameAim_NPCGreeting03,NPC1,[000000]这是NPC的天职，你懂吗？就算来一千个兵人我也不会离开。,"[000000]Es nuestro deber como NPCs, ¿sabes? Yo no me marcho de aquí ni aunque vengan mil Soldados del Espacio.","[000000]C'est notre devoir en tant que NPC, tu sais ? Même un millier de Grunts ne sauraient me faire partir.","[000000]È il nostro dovere di NPC, sai? Neppure mille soldati riuscirebbero a smuovermi.",[000000]Als NSCs ist das schließlich unsere Pflicht. Keine 1000 Grunzer könnten mich von hier fortbringen.,"[000000]Мы ведь неписи, так что это наш долг, понимаешь? Даже тысяча солдафонов не заставит меня уйти.","[000000]It's our duty as NPC's, you know? Even a thousand grunts couldn't make me leave."
MinigameAim_RiseResponse02,Rise,[000000]确实是很勇敢。不过说真的，如果你见过我们见过的事……你就会知道那些人是杀人不眨眼的。,[000000]Sois muy valientes. Pero si vierais lo que yo he visto... Esos tipos son asesinos despiadados.,[000000]C'est très courageux. Mais si tu savais ce que j'ai vu… Ces types sont des tueurs sans merci.,"[000000]Hai un bel coraggio. Ma, sul serio, se avessi visto quel che ho visto io... Quella gente uccide senza pietà.","[000000]Wow, ziemlich tapfer. Aber wenn Sie wüssten, was wir erlebt haben ... das sind unbarmherzige Killer!","[000000]Вы очень отважны. Но если бы вы видели то, что видели мы... Эти негодяи — хладнокровные убийцы.","[000000]That's pretty brave. But seriously, if you had seen what we've seen...Those guys are merciless killers."
MinigameAim_ShineResponse,Shine,[000000]好了。你要听我们的话，小鬼。我是你的话，肯定会有多快跑多快。,[000000]Sí. Haznos caso. Si yo fuera tú me echaría a correr sin volver la vista atrás.,"[000000]Ouais. Écoute-nous. Si j'étais toi, petit, je m'enfuirais le plus vite possible loin de tout ça.","[000000]Già. Dai retta a noi, ragazzino. Fossi in te scapperei il più lontano possibile.","[000000]Genau. Hör besser auf uns, Bursche. An deiner Stelle würde ich mich schleunigst vom Acker machen.","[000000]Да уж. Послушай нас, парень. На твоем месте я бы бежал отсюда как можно быстрее.","[000000]Yeah. You listen to us, kid. I'd run away as fast as I could, if I was you."
MinigameAim_RiseResponse03,Rise,[000000]你知道在哪能找到给飞船引擎用的火花塞吗？我们需要。,[000000]¿Sabes dónde podría encontrar una bujía para naves que funcione? Necesitamos una para seguir nuestro camino.,[000000]Sais-tu où je pourrais me procurer une bougie fonctionnelle pour bateau ? Il nous en faut une pour reprendre notre chemin.,[000000]Sapete dove posso trovare una candela da barca funzionante? Ce ne serve una per andare avanti.,"[000000]Wissen Sie vielleicht, wo wir eine Zündkerze für unser Schiff finden können? Die brauchen wir, damit wir weiterfliegen können.","[000000]Вы не знаете, где здесь можно найти рабочую свечу зажигания для лодки? Нам она нужна, чтобы лететь дальше.",[000000]Do you know where I might find a working spark plug for a ship's engine? We need one.
MinigameAim_NPCGreeting04,NPC1,[000000]嗯……你去镇子里看看吧；也许有人能帮得了你。不过与此同时，大战也正在蔓延开来……,"[000000]Hum... A lo mejor si vais a la ciudad alguien podría echaros una mano con eso. Pero mientras tanto, y a pesar de que nos rodee un tremendo conflicto armado... ","[000000]Hmm… Va en ville. Peut-être que quelqu'un pourra t'aider là-bas. Bon, je sais que la guerre fait rage, mais avant…","[000000]Uhm... Forse in città troverai qualcuno che possa aiutarti. Ma nel frattempo, anche se siamo nel bel mezzo di una terribile guerra...",[000000]Hmm ... Vielleicht kann euch in der Stadt jemand weiterhelfen. Aber ... vielleicht habt ihr ja trotz Krieg und so weiter ...,"[000000]Хм-м-м... Иди в город, может быть, кто-нибудь сможет тебе помочь. Но тем временем, несмотря на то, что вокруг бушует чудовищная война...","[000000]Hmm...Try going into town; maybe someone can help you with that. But meanwhile, and with a huge war raging around us..."
MinigameAim_NPCQuestion,NPC1,[000000]想玩射陶土飞靶的游戏吗？你能赢得一些有用的奖品！,[000000]¿Apetece una partidita a un juego de tiro al plato? ¡Podéis ganar premios muy útiles!,[000000]Est-ce que tu veux jouer à un jeu de tir au pigeon ? Tu peux remporter des prix très utiles !,[000000]Ti andrebbe una bella partita di tiro al piattello? Puoi vincere premi utilissimi!,"[000000]... Lust auf ein Spiel, bei dem ihr Tontauben abschießen müsst? Ihr könnt ziemlich nützliche Preise gewinnen!",[000000]Не хочешь ли пострелять по глиняным голубям? Можно выиграть довольно полезные призы!,[000000]Wanna play a clay pigeon shooting game? You can win some handy prizes!
MinigameAim_RisePlayYes,Rise,好啊！,¡Claro!,Bien sûr !,Certo!,Klar!,Конечно!,Sure!
MinigameAim_RisePlayNo,Rise,现在不行……,Ahora no...,Pas maintenant…,Non ora...,Vielleicht später ...,Не сейчас...,Not now...
MinigameAim_NPCByeYes,NPC1,[000000]祝你好运！,[000000]¡Buena suerte!,[000000]Bonne chance !,[000000]Buona fortuna!,[000000]Viel Glück!,[000000]Удачи!,[000000]Good luck!
MinigameAim_NPCByeNo,NPC1,[000000]那下次见吧……,[000000]A ver si la próxima vez.,[000000]Peut-être une autre fois…,[000000]Magari un'altra volta...,[000000]Dann bis zum nächsten Mal!,"[000000]Может быть, в следующий раз...",[000000]Maybe another time...
MinigameBasket_NPCGreeting,NPC2,[000000]嗨！哇。没想到我能亲眼看到有指引者加护的人。,"[000000]¡Hola! Vaya, nunca imaginé que vería por aquí a alguien con un Guía.",[000000]Bonjour ! Je ne pensais pas voir quelqu'un avec des Guides dans le coin.,"[000000]Ehi! Non pensavo di trovare un personaggio guidato, da queste parti.","[000000]Hey! Hätte nicht gedacht, dass Leute mit einem Lenker herkommen.","[000000]Привет! Не думал, что когда-нибудь еще увижу здесь ведомого Проводниками.",[000000]Hey! Wow. Never thought I'd see anyone with a Guide around here.
MinigameBasket_RiseResponse,Rise,[000000]我们在给我们的船只引擎找火花塞。你知道哪里有吗？,[000000]Estamos buscando una bujía para el motor de nuestra nave. ¿No sabrás por casualidad dónde podemos encontrar una?,[000000]Nous cherchons une bougie pour notre bateau. Vous avez une idée d'où nous pourrions trouver ça ?,[000000]Cerchiamo una candela per la nostra barca. Sai dove trovarne una?,"[000000]Wir suchen eine Zündkerze für unser Schiff. Wissen Sie, wo wir eine finden könnten?","[000000]Мы ищем свечу зажигания для нашей лодки. Не знаете, где ее можно найти?",[000000]We're looking for a spark plug for our ship's engine. Any idea where we could find one?
MinigameBasket_NPCGreeting02,NPC2,[000000]其实，我这里刚好有。但作为一个NPC，东西肯定不能白送你的。,"[000000]Ah, sí. Creo que tengo una de esas piezas en mi parcela, pero como soy un NPC no te la puedo dar a cambio de nada.","[000000]Oh ouais, j'en ai une en stock. Mais je suis un NPC et je ne peux pas vous la remettre comme ça.",[000000]Certo! Ne ho giusto una. Ma sai... Sono un NPC e non posso certo dartela gratis.,"[000000]Oh, na klar, ich habe eins von den Dingern. Aber ich bin ein NSC und kann euch das nicht einfach so geben.","[000000]Да, у меня есть такая штука, но я — непись, поэтому я не могу просто так ее тебе отдать.","[000000]Actually, I just so happen to have one. But I'm an NPC and can't just give it away for nothing."
MinigameBasket_NPCGreeting03,NPC2,[000000]即使你是被游戏星选来拯救我们的人也不能破坏规矩！,[000000]¡No podría hacer eso ni aunque fueras el elegido de Mundojuego en tu misión de salvarnos a todos!,[000000]Même si vous étiez l'élu de Gamearth chargé de tous nous sauver !,[000000]Neppure se tu fossi il prescelto di Gamearth in missione per salvarci tutti!,"[000000]Nicht mal dann, wenn du der Auserwählte wärst, der auf einem Quest wäre, um Gamearth zu retten!","[000000]Будь ты хоть избранным Игроземли, выполняющим квест по спасению всех нас!",[000000]Not even if you happened to be Gamearth's chosen one in the middle of a quest to save us all!
MinigameBasket_RiseResponse02,Rise,[000000]真有趣，你也提到了。,"[000000]Oye, tiene gracia que digas eso.",[000000]Mais je suis vraiment l'élu de Gamearth chargé de tous vous sauver !,[000000]Ma io sono davvero il prescelto di Gamearth in missione per salvarvi tutti!,"[000000]Ich bin tatsächlich der Auserwählte auf einem Quest, um Gamearth zu retten!","[000000]Но я действительно избранный Игроземли, выполняющий квест по спасению всех вас!",[000000]Funny you should mention that.
MinigameBasket_NPCQuestion,NPC2,[000000]我才不在乎！想要火花塞，就得赢了我的篮球游戏。你想玩不？,[000000]Me da igual que tenga gracia o no. Si quieres esa bujía tendrás que ganar en mi juego de baloncesto. ¿Quieres jugar o no?,"[000000]Je n'en ai que faire ! Tu devras remporter ma partie de basket si tu veux cette bougie. Alors, tu veux jouer on pas ?",[000000]E chi se ne frega? Se vuoi la candela dovrai vincere al mio gioco di pallacanestro. Ci stai o no?,"[000000]Das ist mir vollkommen egal. Du musst erst mein Basketball-Spiel gewinnen, wenn du diese Zündkerze willst. Also wie sieht's aus?","[000000]А мне все равно! Если хочешь получить свечу, придется выиграть у меня в баскетбол. Хочешь играть или нет?","[000000]I don't care! You want the plug, you gotta win at my basketball game. You wanna play or not?"
MinigameBasket_RisePlayYes,Rise,当然，开始吧。,"Increíble. Claro, vamos a jugar.","Incroyable. Bien sûr, allons-y.","Roba da non credere. Ok, ci sto.","Unglaublich. Na gut, fangen wir an.","Не могу в это поверить. Что ж, давай.","Unbelievable. Sure, let's do it."
MinigameBasket_RisePlayNo,Rise,你们这些NPC就是呆子。我不玩了。,Los NPC estáis mal de la cabeza. Pasando.,"Vous autres NPC, vous avez vraiment un grain. Je préfère passer pour l'instant.","Voi NPC siete tutti matti. Magari più tardi, ok?",Ihr NSCs seid völlig bescheuert. Vielleicht später.,"Вы, неписи, точно чокнутые. Как-нибудь потом.",You NPC's sure are nuts. I'll pass.
MinigameBasket_NPCByeYes,NPC2,[000000]明智的选择！祝你好运！,[000000]¡Una sabia elección! ¡Buena suerte!,[000000]Voilà un choix judicieux ! Bonne chance !,[000000]Ottima scelta! Buona fortuna!,[000000]Gute Wahl. Viel Glück!,[000000]Мудрый выбор! Удачи!,[000000]Wise choice! Good luck!
MinigameBasket_NPCByeNo,NPC2,[000000]那下次见吧！,"[000000]¡La próxima vez, pues!",[000000]Une autre fois peut-être !,[000000]Magari un'altra volta!,[000000]Dann bis zum nächsten Mal!,"[000000]Может быть, в другой раз!",[000000]Maybe another time!
MinigameBulletHell_NPCGreeting,NPC3,[000000]哟！我就知道今天会走大运。,[000000]¡Oye! ¡Ya sabía yo que este iba a ser mi día de suerte!,[000000]Salut ! Je savais que ce serait mon jour de chance aujourd'hui !,[000000]Wow! Sapevo che questo era il mio giorno fortunato!,[000000]He da! Heute ist wirklich mein Glückstag!,"[000000]Ух ты! Я знал, что это будет мой самый счастливый день!  ",[000000]Yo! I knew this was gonna be my super lucky day!
MinigameBulletHell_RiseResponse,Rise,[000000]让我猜猜……我得玩些奇怪的迷你游戏才能赢取丰厚的奖品。,[000000]A ver si adivino... Tengo que jugar a algún minijuego rarito para ganar un premio increíble.,[000000]Laisse-moi deviner… Tu veux me faire jouer à un mini-jeu bizarre pour tenter de remporter un prix incroyable.,[000000]Fammi indovinare. Vuoi coinvolgermi in qualche assurdo minigioco per farmi vincere un premio favoloso.,"[000000]Wollen Sie zufällig, dass ich ein merkwürdiges Minispiel spiele, um tolle Preise zu gewinnen?","[000000]Дай угадаю... ты хочешь, чтобы я сыграл в какую-нибудь чокнутую миниигру, чтобы выиграть восхитительный приз.",[000000]Let me guess...I have to play some bizarre mini-game to win an amazing prize.
MinigameBulletHell_NPCGreeting02,NPC3,[000000]嘿，这里毕竟是NPC岛！好久都没陌生人来了。,"[000000]¡Claro, porque estamos en isla NPC! Ya hace bastante tiempo que no pasan extraños por aquí.",[000000]Eh ! Tu es à NPC Island ! Cela fait longtemps qu'on n'a pas vu d'étrangers en ville.,"[000000]Questa è NPC Island, bellezza! È da un bel po' che non vediamo forestieri in città.","[000000]Wir sind immerhin auf der NSC-Insel. Es ist lange her, dass Fremde durch unsere Stadt gekommen sind.","[000000]В конце концов, это остров Неписей! Давненько у нас незнакомцы не появлялись в городе.","[000000]Hey, it's NPC Island after all! Been a long while since we had any strangers come through, too."
MinigameBulletHell_ShineResponse,Shine,[000000]这帮家伙，我跟你说……,[000000]Esta gente está fatal.,[000000]Ces gens…,[000000]Che gente...,[000000]Also diese Leute ...,[000000]Эти люди...,"[000000]These guys, I tell ya..."
MinigameBulletHell_NPCQuestion,NPC3,[000000]那么，你想玩吗？想吗？想吗？想吗？,"[000000]Bueno, ¿entonces os apetece jugar? ¿Sí? ¿Sí? ¿Sí?","[000000]Alors, tu veux vraiment jouer ? Oui ? Oui ? Oui ?","[000000]Allora, vuoi giocare? Sì? Sì? Sì?","[000000]Komm schon, du willst wirklich spielen, oder? Oder? Oder? Oder?","[000000]Ну, так ты действительно хочешь сыграть? Да? Да? Да?","[000000]So, do you really wanna play? Yes? Yes? Yes?"
MinigameBulletHell_RisePlayYes,Rise,大概，想吧？,Síiiiii.,Ouiiii.,Sììì.,Klar.,Да-а-а-а.,"Yes, I guess?"
MinigameBulletHell_RisePlayNo,Rise,抱歉……不想！,Perdona...Pero no.,Non merci.,"No, grazie.","Nein, danke.",Извини... у нас заканчивается время на спасение мира.,Sorry...Nope!
MinigameBulletHell_NPCByeYes,NPC3,[000000]祝你好运！,[000000]¡Buena suerte!,[000000]Bonne chance !,[000000]Buona fortuna!,[000000]Viel Glück!,[000000]Удачи!,[000000]Good luck!
